,Mean,data,for,UKR,Province=,6:,"Donets'k,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.112,275.10,","57.67,","20.27,",38.97,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.087,271.17,","48.07,","25.07,",36.57,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.067,267.74,","40.25,","27.71,",33.98,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.055,264.26,","34.91,","31.74,",33.33,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.049,261.26,","33.91,","35.59,",34.75,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.045,259.15,","35.90,","41.16,",38.53,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.041,257.62,","38.02,","46.80,",42.41,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.040,257.33,","48.43,","47.50,",47.97,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.038,257.55,","46.98,","46.04,",46.51,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.038,258.46,","46.72,","42.18,",44.45,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.044,261.20,","54.61,","33.14,",43.88,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.051,264.68,","61.39,","23.85,",42.62,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.060,268.59,","64.68,","16.91,",40.79,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.069,272.81,","64.29,","11.21,",37.75,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.082,277.17,","67.42,","6.28,",36.85,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.091,281.02,","66.64,","2.96,",34.8,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.098,283.84,","63.52,","2.36,",32.94,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.106,285.74,","60.45,","3.15,",31.8,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.115,286.90,","58.74,","7.68,",33.21,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.131,288.48,","60.46,","12.65,",36.56,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.150,289.97,","60.81,","14.59,",37.7,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.172,291.23,","61.08,","17.80,",39.44,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.204,292.88,","62.79,","20.87,",41.83,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.244,294.99,","66.36,","21.46,",43.91,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.286,296.76,","69.80,","23.71,",46.75,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.324,297.81,","72.52,","30.52,",51.52,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.359,298.62,","74.56,","36.38,",55.47,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.389,300.15,","77.86,","33.27,",55.56,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.403,300.71,","75.00,","33.65,",54.32,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.409,301.07,","71.06,","34.65,",52.86,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.408,301.03,","67.60,","40.40,",54.0,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.407,301.15,","68.95,","44.50,",56.72,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.403,301.32,","69.60,","47.52,",58.56,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.401,301.42,","70.37,","48.04,",59.2,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.401,302.08,","73.45,","42.40,",57.93,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.396,302.89,","75.14,","35.49,",55.32,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.386,303.43,","74.65,","30.94,",52.8,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.371,303.42,","72.56,","30.99,",51.78,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.348,303.27,","67.44,","30.69,",49.07,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.327,303.22,","61.91,","27.67,",44.79,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.306,302.85,","57.02,","25.53,",41.27,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.282,301.95,","51.68,","24.15,",37.92,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.263,301.17,","49.27,","15.94,",32.6,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.246,300.11,","49.20,","8.26,",28.73,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.231,298.81,","51.40,","4.24,",27.82,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.213,296.46,","51.51,","4.81,",28.16,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.197,293.07,","52.19,","11.64,",31.91,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.183,289.92,","53.22,","15.45,",34.33,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.162,287.29,","51.78,","14.64,",33.21,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.139,283.83,","49.62,","20.78,",35.2,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.117,280.63,","46.02,","22.45,",34.23,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.095,277.02,","40.68,","25.42,",33.05,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.078,272.61,","36.54,","30.94,",33.74,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.066,268.49,","33.94,","35.60,",34.77,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.056,265.77,","32.31,","35.04,",33.68,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.049,265.03,","29.68,","28.08,",28.88,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.046,264.03,","30.48,","24.07,",27.28,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.046,262.78,","36.93,","25.51,",31.22,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.045,261.49,","44.60,","29.10,",36.85,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.045,259.52,","57.93,","36.88,",47.4,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.047,259.33,","62.27,","37.73,",50.0,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.050,260.31,","67.27,","34.05,",50.66,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.055,262.36,","71.37,","28.52,",49.94,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.059,265.69,","70.79,","20.10,",45.44,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.063,269.56,","67.20,","13.48,",40.34,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.071,273.43,","65.73,","9.20,",37.47,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.081,276.41,","66.02,","8.30,",37.16,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.091,278.81,","65.96,","8.30,",37.13,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.098,281.15,","63.42,","9.10,",36.26,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.110,283.22,","63.97,","10.76,",37.36,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.129,285.37,","67.41,","13.22,",40.32,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.150,287.47,","70.03,","16.41,",43.22,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.175,289.46,","72.29,","16.52,",44.41,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.204,291.21,","74.43,","17.94,",46.18,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.241,292.92,","76.90,","20.65,",48.77,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.281,293.65,","79.13,","27.85,",53.49,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.317,293.65,","80.29,","43.34,",61.82,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.347,294.26,","80.53,","57.69,",69.11,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.373,295.14,","79.93,","64.57,",72.25,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.391,295.87,","78.85,","68.25,",73.55,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.403,296.47,","75.42,","69.38,",72.4,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.409,297.26,","71.15,","68.77,",69.96,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.414,298.39,","70.99,","66.08,",68.53,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.415,299.45,","73.24,","61.90,",67.57,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.410,300.39,","73.02,","57.10,",65.06,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.401,301.31,","70.20,","49.35,",59.78,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.383,301.99,","65.08,","43.59,",54.34,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.363,302.39,","59.65,","40.55,",50.1,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.343,302.73,","53.93,","37.92,",45.92,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.325,302.98,","50.78,","35.48,",43.13,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.306,302.43,","46.91,","38.67,",42.79,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.291,301.90,","44.09,","39.93,",42.01,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.280,301.80,","43.42,","35.32,",39.37,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.266,300.76,","42.83,","35.46,",39.14,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.252,299.21,","43.01,","34.63,",38.82,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.234,296.92,","41.76,","38.17,",39.96,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.212,294.20,","39.65,","46.49,",43.07,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.191,291.10,","38.13,","56.35,",47.24,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.173,287.72,","38.41,","66.82,",52.62,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.159,284.29,","40.17,","71.81,",55.99,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.144,281.42,","42.29,","67.54,",54.92,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.130,279.29,","44.22,","54.54,",49.38,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.116,277.10,","44.78,","44.12,",44.45,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.100,273.81,","42.91,","42.81,",42.86,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.088,270.68,","42.40,","40.78,",41.59,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.080,267.44,","43.45,","41.55,",42.5,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.073,264.05,","44.63,","43.66,",44.15,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.068,261.35,","45.42,","44.15,",44.79,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.061,258.51,","44.75,","46.99,",45.87,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.054,256.24,","46.82,","53.29,",50.05,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.051,254.34,","54.01,","61.28,",57.64,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.050,252.35,","67.26,","70.39,",68.82,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.048,251.72,","65.00,","72.33,",68.67,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.046,253.35,","60.84,","65.01,",62.93,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.046,255.70,","57.31,","57.57,",57.44,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.046,258.50,","54.07,","50.19,",52.13,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.048,261.38,","50.21,","44.96,",47.59,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.052,264.78,","46.40,","39.46,",42.93,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.059,268.56,","46.75,","34.10,",40.42,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.070,272.58,","49.40,","28.58,",38.99,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.077,274.77,","48.12,","30.54,",39.33,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
