,Mean,data,for,UKR,Province=,16:,"Mykolayiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.079,274.49,","24.10,","44.05,",34.07,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.067,270.64,","21.46,","52.09,",36.77,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.058,266.48,","20.17,","60.03,",40.1,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.052,262.73,","19.54,","63.99,",41.77,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.048,259.63,","19.25,","65.81,",42.53,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.045,257.67,","19.84,","65.59,",42.71,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.043,255.71,","19.94,","66.84,",43.39,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.042,254.39,","23.06,","70.73,",46.89,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.041,254.20,","25.40,","69.73,",47.56,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.044,256.19,","28.52,","60.36,",44.44,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.055,260.26,","34.95,","48.05,",41.5,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.069,264.99,","43.05,","36.75,",39.9,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.081,269.22,","48.36,","29.13,",38.75,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.091,273.43,","50.26,","22.94,",36.6,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.106,278.04,","54.48,","16.00,",35.24,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.122,281.81,","58.23,","11.86,",35.04,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.135,284.95,","58.08,","9.62,",33.85,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.149,287.05,","58.35,","7.02,",32.69,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.160,288.24,","56.77,","10.05,",33.41,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.175,289.51,","56.91,","13.83,",35.37,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.197,290.66,","58.64,","17.50,",38.07,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.217,291.82,","58.43,","22.76,",40.59,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.246,293.86,","59.36,","27.12,",43.24,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.279,295.99,","61.76,","31.78,",46.77,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.309,297.52,","63.90,","37.11,",50.51,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.334,298.32,","64.34,","46.23,",55.29,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.357,299.33,","65.45,","48.81,",57.13,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.378,301.27,","70.00,","40.84,",55.42,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.387,302.31,","72.82,","38.56,",55.69,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.389,302.67,","74.98,","38.92,",56.95,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.386,302.52,","75.38,","42.52,",58.95,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.381,302.28,","74.73,","47.47,",61.1,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.379,302.43,","75.15,","49.18,",62.17,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.382,302.60,","77.44,","50.26,",63.85,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.382,302.78,","78.17,","49.29,",63.73,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.379,303.37,","78.85,","44.88,",61.87,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.370,304.14,","79.03,","37.70,",58.36,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.351,304.69,","77.69,","30.83,",54.26,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.322,304.99,","73.44,","25.54,",49.49,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.292,305.12,","66.34,","21.83,",44.08,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.265,305.19,","58.79,","17.45,",38.12,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.239,304.53,","50.95,","14.11,",32.53,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.216,303.64,","43.44,","7.75,",25.6,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.197,302.08,","37.57,","5.13,",21.35,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.180,300.12,","33.61,","4.99,",19.3,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.163,297.78,","29.88,","6.97,",18.42,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.147,294.70,","27.18,","12.80,",19.99,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.132,291.95,","25.47,","13.90,",19.68,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.117,289.82,","25.00,","9.82,",17.41,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.102,286.72,","23.58,","15.43,",19.51,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.087,283.26,","21.29,","21.16,",21.23,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.072,279.08,","18.20,","31.16,",24.68,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.063,274.28,","16.99,","44.24,",30.61,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.057,270.50,","16.86,","52.06,",34.46,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.053,267.79,","17.48,","54.59,",36.03,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.050,266.76,","18.47,","48.23,",33.35,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.049,265.49,","19.92,","44.47,",32.19,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.048,263.41,","22.68,","46.30,",34.49,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.047,261.56,","23.89,","48.57,",36.23,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.046,258.60,","26.34,","57.86,",42.1,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.042,255.47,","26.54,","65.87,",46.2,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.039,253.77,","25.89,","67.12,",46.5,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.040,254.07,","26.31,","64.39,",45.35,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.040,256.32,","26.59,","59.24,",42.92,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.044,260.66,","27.65,","51.64,",39.65,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.054,266.09,","30.93,","42.44,",36.68,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.068,271.70,","35.89,","32.94,",34.41,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.084,276.47,","40.57,","26.93,",33.75,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.100,280.71,","42.84,","22.28,",32.56,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.120,284.11,","46.18,","16.40,",31.29,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.140,286.90,","49.42,","14.55,",31.99,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.167,289.96,","54.54,","11.98,",33.26,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.198,292.28,","60.36,","10.62,",35.49,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.228,293.39,","63.61,","14.71,",39.16,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.262,294.78,","66.03,","20.84,",43.43,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.292,295.70,","67.12,","33.72,",50.42,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.316,295.53,","66.83,","53.75,",60.29,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.334,295.55,","64.50,","70.44,",67.47,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.346,295.66,","61.07,","79.55,",70.31,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.357,295.81,","60.90,","83.53,",72.22,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.366,296.23,","62.53,","83.42,",72.98,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.374,296.88,","67.43,","80.26,",73.85,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.380,297.78,","72.55,","76.61,",74.58,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.385,298.87,","76.59,","72.42,",74.51,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.387,299.78,","79.12,","68.40,",73.76,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.387,300.78,","80.28,","63.11,",71.7,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.379,301.65,","77.84,","57.26,",67.55,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.370,302.39,","75.98,","51.90,",63.94,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.354,303.02,","73.21,","45.70,",59.46,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.336,303.38,","71.40,","40.22,",55.81,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.314,303.32,","69.41,","37.47,",53.44,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.292,303.12,","65.93,","36.21,",51.07,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.273,302.86,","62.18,","34.31,",48.25,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.252,302.25,","57.20,","30.46,",43.83,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.231,301.41,","50.94,","21.39,",36.16,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.210,300.03,","44.36,","16.51,",30.43,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.189,298.03,","38.68,","18.82,",28.75,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.168,294.76,","32.21,","32.89,",32.55,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.148,291.01,","27.81,","49.36,",38.59,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.134,287.53,","26.76,","58.43,",42.6,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.122,284.28,","27.33,","58.93,",43.13,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.109,281.42,","26.73,","54.24,",40.49,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.097,278.79,","25.42,","48.09,",36.76,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.084,275.58,","23.21,","50.67,",36.94,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.077,272.62,","23.10,","53.50,",38.3,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.071,269.69,","23.15,","57.02,",40.08,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.067,267.54,","24.76,","56.70,",40.73,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.064,266.10,","26.71,","51.72,",39.21,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.061,264.48,","27.82,","48.90,",38.36,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.056,262.28,","28.75,","50.69,",39.72,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.051,260.52,","27.09,","52.16,",39.62,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.048,259.71,","28.06,","54.41,",41.23,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.047,259.46,","30.23,","53.45,",41.84,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.047,259.87,","30.63,","49.46,",40.04,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.046,260.71,","29.98,","46.47,",38.22,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.046,262.33,","29.68,","43.27,",36.47,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.047,264.14,","29.24,","42.29,",35.76,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.050,266.51,","28.57,","41.46,",35.02,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.055,269.50,","29.25,","39.15,",34.2,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.062,272.99,","30.40,","37.02,",33.71,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.067,274.79,","27.51,","39.60,",33.56,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
