,Mean,data,for,UKR,Province=,27:,"Zhytomyr,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.166,274.03,","64.49,","24.33,",44.41,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.140,271.75,","62.33,","27.00,",44.67,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.121,269.70,","58.97,","30.92,",44.94,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.110,267.64,","54.85,","34.62,",44.73,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.106,266.51,","55.87,","32.83,",44.35,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.104,265.85,","57.90,","28.72,",43.31,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.101,264.64,","58.31,","29.62,",43.96,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.100,263.89,","64.32,","30.70,",47.51,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.101,264.00,","65.09,","31.84,",48.47,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.102,264.99,","66.06,","29.06,",47.56,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.102,265.94,","65.24,","27.38,",46.31,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.104,267.06,","61.28,","27.92,",44.6,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.108,268.49,","57.81,","29.11,",43.46,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.116,270.47,","57.79,","26.50,",42.14,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.129,273.08,","61.41,","21.78,",41.6,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.145,275.99,","67.14,","16.01,",41.57,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.161,278.25,","70.69,","14.63,",42.66,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.181,280.96,","73.67,","9.08,",41.38,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.196,282.97,","73.51,","12.39,",42.95,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.208,284.64,","70.74,","14.23,",42.49,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.220,285.89,","65.90,","16.49,",41.19,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.239,287.70,","63.09,","17.72,",40.4,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.271,289.94,","64.87,","16.15,",40.51,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.309,291.74,","67.72,","15.82,",41.77,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.345,293.04,","68.77,","17.31,",43.04,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.377,294.21,","68.09,","18.60,",43.34,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.405,295.31,","67.61,","19.13,",43.37,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.427,296.31,","66.63,","17.54,",42.09,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.443,296.95,","66.45,","15.79,",41.12,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.457,297.58,","67.89,","12.96,",40.43,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.466,297.93,","67.61,","10.84,",39.23,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.470,298.13,","67.34,","9.75,",38.54,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.466,298.14,","64.63,","9.57,",37.1,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.463,298.31,","62.75,","8.37,",35.56,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.461,298.73,","64.29,","6.14,",35.22,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.459,298.96,","67.17,","5.68,",36.43,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.457,299.27,","69.44,","5.90,",37.67,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.451,299.56,","69.54,","5.15,",37.35,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.439,299.49,","65.90,","4.66,",35.28,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.426,299.13,","62.59,","3.82,",33.21,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.405,298.00,","56.76,","4.21,",30.48,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.386,296.36,","53.25,","6.34,",29.8,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.372,294.49,","55.09,","11.43,",33.26,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.361,292.41,","59.41,","19.44,",39.43,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.351,290.03,","63.87,","30.96,",47.42,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.341,288.04,","68.40,","34.70,",51.55,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.324,286.40,","70.37,","31.56,",50.97,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.299,284.14,","69.47,","33.77,",51.62,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.266,281.96,","66.64,","35.51,",51.07,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.234,279.91,","62.53,","37.87,",50.2,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.198,277.84,","55.56,","31.77,",43.66,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.154,275.05,","41.69,","32.85,",37.27,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.128,272.07,","38.48,","36.32,",37.4,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.114,269.99,","42.44,","36.85,",39.65,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.106,269.11,","47.70,","33.93,",40.82,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.104,268.81,","51.34,","29.27,",40.3,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.107,268.30,","57.43,","24.94,",41.19,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.107,266.73,","61.49,","24.76,",43.12,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.106,265.56,","65.44,","25.50,",45.47,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.102,264.12,","71.18,","29.49,",50.34,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.099,263.06,","68.70,","36.03,",52.36,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.101,263.69,","71.18,","34.57,",52.87,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.108,265.50,","74.34,","28.76,",51.55,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.114,268.24,","72.47,","22.27,",47.37,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.122,270.73,","69.69,","19.45,",44.57,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.135,273.07,","71.28,","15.38,",43.33,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.142,274.44,","70.32,","15.88,",43.1,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.150,275.92,","71.17,","16.34,",43.76,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.162,277.69,","72.28,","17.12,",44.7,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.180,279.86,","74.12,","13.69,",43.91,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.201,281.98,","76.69,","16.90,",46.79,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.218,283.86,","76.28,","18.37,",47.32,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.236,285.77,","74.89,","17.26,",46.08,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.264,287.93,","76.38,","15.86,",46.12,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.294,289.65,","76.77,","18.47,",47.62,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.319,290.63,","73.16,","26.33,",49.74,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.339,291.06,","65.78,","37.68,",51.73,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.362,291.95,","60.80,","41.85,",51.32,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.382,292.92,","56.04,","43.28,",49.66,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.398,293.43,","51.68,","45.43,",48.56,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.417,294.15,","52.39,","41.68,",47.03,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.436,294.99,","56.17,","35.56,",45.87,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.449,295.76,","58.73,","28.93,",43.83,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.458,296.38,","61.69,","23.47,",42.58,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.460,296.51,","62.27,","22.08,",42.18,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.465,297.07,","65.26,","17.15,",41.21,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.473,297.83,","71.95,","11.62,",41.78,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.471,297.94,","73.98,","11.98,",42.98,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.465,297.88,","74.04,","15.80,",44.92,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.460,297.87,","74.15,","16.31,",45.23,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.454,297.82,","74.59,","14.74,",44.67,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.446,297.61,","74.58,","11.55,",43.07,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.434,297.11,","73.54,","7.61,",40.58,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.419,296.33,","71.03,","5.49,",38.26,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.396,294.92,","67.48,","7.47,",37.47,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.365,292.85,","61.47,","14.81,",38.14,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.333,290.60,","55.05,","23.87,",39.46,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.290,286.56,","43.62,","54.22,",48.92,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.251,282.97,","33.22,","72.86,",53.04,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.212,279.50,","22.91,","82.49,",52.7,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.169,274.67,","13.73,","92.96,",53.34,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.130,270.02,","7.73,","96.29,",52.01,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.102,266.18,","4.89,","96.08,",50.49,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.082,263.58,","3.08,","93.61,",48.34,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.070,261.74,","3.20,","89.52,",46.36,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.063,259.93,","6.00,","86.63,",46.32,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.063,260.00,","14.04,","77.83,",45.94,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.062,260.12,","18.29,","68.49,",43.39,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.060,259.95,","19.99,","61.21,",40.6,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.061,259.68,","24.54,","55.32,",39.93,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.060,259.20,","27.07,","52.62,",39.85,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.060,259.99,","32.32,","47.84,",40.08,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.063,260.78,","34.79,","46.69,",40.74,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.066,261.25,","39.30,","46.31,",42.81,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.069,262.31,","41.50,","43.76,",42.63,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.072,263.68,","40.05,","42.56,",41.3,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.076,265.11,","37.75,","42.91,",40.33,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.082,266.85,","37.37,","40.88,",39.13,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.090,268.98,","39.51,","37.85,",38.68,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.100,271.33,","42.70,","34.25,",38.47,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.105,272.59,","41.17,","36.70,",38.94,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
