,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.252,279.69,","83.84,","4.87,",44.35,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.226,277.78,","85.20,","5.03,",45.11,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.198,275.65,","82.85,","7.85,",45.35,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.174,273.53,","81.20,","11.17,",46.19,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.153,270.98,","78.27,","16.07,",47.17,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.129,268.60,","69.49,","21.49,",45.49,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.109,267.06,","59.36,","25.79,",42.58,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.097,265.81,","49.02,","32.86,",40.94,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.091,264.87,","43.27,","40.24,",41.75,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.092,265.05,","42.86,","42.85,",42.85,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.099,266.68,","45.39,","37.58,",41.48,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.107,268.52,","49.07,","32.48,",40.77,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.119,270.40,","54.69,","30.46,",42.58,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.131,272.01,","59.05,","30.78,",44.91,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.150,274.39,","67.75,","25.63,",46.69,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.174,277.16,","77.09,","19.77,",48.43,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.196,279.36,","81.55,","19.35,",50.45,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.211,280.74,","79.27,","25.72,",52.49,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.227,282.24,","75.68,","29.30,",52.49,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.246,284.12,","73.02,","24.30,",48.66,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.262,285.34,","66.98,","23.34,",45.16,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.283,286.07,","64.27,","25.88,",45.07,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.319,287.17,","66.80,","27.28,",47.04,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.356,288.59,","67.45,","28.23,",47.84,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.389,289.38,","67.90,","32.31,",50.1,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.425,289.89,","70.18,","34.83,",52.5,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.464,290.76,","75.49,","32.20,",53.85,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.501,291.99,","81.05,","27.31,",54.18,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.523,292.89,","82.99,","24.49,",53.74,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.532,293.43,","82.18,","23.40,",52.79,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.536,293.72,","82.08,","22.84,",52.46,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.543,293.99,","83.59,","22.35,",52.97,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.548,294.21,","83.55,","23.64,",53.6,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.545,294.34,","80.93,","27.89,",54.41,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.546,295.04,","82.08,","23.62,",52.85,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.546,295.82,","82.93,","16.44,",49.68,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.536,296.21,","78.95,","13.94,",46.45,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.523,296.49,","73.94,","12.18,",43.06,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.505,296.45,","66.42,","13.18,",39.8,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.496,296.40,","63.12,","12.54,",37.83,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.480,295.49,","57.89,","14.99,",36.44,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.461,294.31,","54.47,","16.70,",35.59,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.453,293.74,","58.86,","10.46,",34.66,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.441,292.52,","60.78,","9.93,",35.35,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.428,291.14,","61.42,","11.35,",36.39,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.408,289.56,","60.77,","13.50,",37.14,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.384,287.54,","59.51,","17.42,",38.47,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.365,286.03,","62.78,","14.71,",38.75,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.345,284.76,","67.95,","11.40,",39.67,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.319,283.39,","71.29,","12.72,",42.0,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.294,282.43,","74.24,","9.08,",41.66,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.256,280.81,","71.02,","8.93,",39.98,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.226,278.75,","70.65,","8.73,",39.69,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.187,276.09,","64.54,","12.65,",38.6,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.155,273.96,","58.15,","16.36,",37.25,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.140,272.44,","59.24,","16.48,",37.86,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.128,271.05,","58.95,","15.54,",37.25,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.120,269.87,","60.21,","15.04,",37.63,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.111,268.85,","58.95,","16.87,",37.91,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.101,267.35,","51.07,","25.45,",38.26,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.095,266.35,","45.62,","33.62,",39.62,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.091,265.88,","40.33,","40.67,",40.5,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.092,266.45,","39.33,","41.52,",40.43,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.101,268.16,","43.12,","37.12,",40.12,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.112,270.31,","48.41,","32.92,",40.66,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.131,272.64,","57.91,","29.02,",43.46,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.143,274.52,","62.10,","26.54,",44.32,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.160,276.02,","68.19,","27.34,",47.76,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.186,277.34,","76.54,","31.71,",54.12,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.211,278.65,","78.91,","38.27,",58.59,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.235,280.14,","79.80,","41.93,",60.86,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.255,281.41,","77.29,","42.54,",59.91,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.275,282.31,","73.08,","46.05,",59.56,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.306,283.50,","74.65,","47.56,",61.11,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.338,284.48,","74.74,","51.60,",63.17,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.368,285.38,","72.44,","58.24,",65.34,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.398,286.43,","71.31,","61.07,",66.19,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.431,287.81,","72.69,","55.21,",63.95,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.458,289.18,","73.51,","46.85,",60.18,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.481,290.28,","73.43,","42.72,",58.08,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.499,291.06,","73.93,","41.29,",57.61,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.519,291.85,","77.97,","38.26,",58.11,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.532,292.58,","81.30,","34.22,",57.76,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.543,293.25,","84.06,","29.89,",56.98,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.546,293.59,","83.84,","30.44,",57.14,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.551,293.94,","84.17,","32.59,",58.38,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.560,294.48,","88.28,","30.36,",59.32,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.561,294.57,","89.70,","31.47,",60.59,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.555,294.42,","87.99,","35.42,",61.7,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.549,294.20,","86.76,","38.36,",62.56,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.546,294.09,","86.48,","39.08,",62.78,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.542,294.14,","86.60,","35.35,",60.98,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.527,293.81,","82.57,","32.59,",57.58,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.499,292.91,","74.45,","31.71,",53.08,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.468,291.96,","67.90,","27.34,",47.62,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.433,290.58,","60.12,","28.37,",44.25,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.398,288.42,","51.64,","38.24,",44.94,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.355,285.36,","41.66,","53.59,",47.63,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.319,283.07,","35.80,","58.27,",47.03,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.286,280.98,","33.29,","60.60,",46.95,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.246,278.31,","29.00,","68.60,",48.8,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.207,275.98,","24.98,","72.08,",48.53,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.173,273.60,","20.93,","74.59,",47.76,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.146,271.60,","17.73,","70.80,",44.27,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.127,269.79,","19.24,","62.77,",41.01,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.107,267.45,","19.49,","61.60,",40.55,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.092,265.97,","20.30,","58.96,",39.63,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.085,265.01,","23.39,","53.94,",38.67,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.080,263.76,","23.16,","50.58,",36.87,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.077,262.59,","26.80,","48.51,",37.65,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.078,262.04,","31.43,","48.16,",39.8,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.083,262.78,","37.06,","45.44,",41.25,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.087,263.70,","40.45,","43.26,",41.86,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.090,264.77,","40.84,","40.96,",40.9,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.093,266.40,","41.74,","35.69,",38.72,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.098,268.26,","42.64,","30.55,",36.6,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.103,270.10,","43.46,","29.37,",36.41,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.109,271.85,","44.50,","29.84,",37.17,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.117,273.45,","45.94,","29.80,",37.87,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.126,274.85,","46.34,","32.62,",39.48,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.129,275.61,","41.47,","41.48,",41.48,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
