,Mean,data,for,UKR,Province=,18:,"Poltava,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.112,275.54,","53.88,","14.10,",33.99,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.093,272.84,","50.20,","16.36,",33.28,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.078,269.81,","46.41,","22.92,",34.67,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.068,266.85,","43.75,","31.17,",37.46,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.062,264.31,","44.00,","34.61,",39.3,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.057,262.34,","45.32,","37.25,",41.28,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.052,261.16,","47.36,","38.53,",42.95,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.049,259.77,","50.10,","42.02,",46.06,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.044,258.43,","46.17,","46.52,",46.35,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.040,258.17,","40.93,","49.20,",45.07,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.039,258.65,","39.84,","49.79,",44.81,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.040,259.02,","38.84,","51.72,",45.28,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.041,259.50,","36.08,","52.23,",44.15,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.045,260.96,","32.58,","49.74,",41.16,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.054,264.67,","34.14,","42.46,",38.3,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.066,269.30,","38.05,","33.48,",35.77,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.083,274.42,","42.59,","24.60,",33.59,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.102,278.11,","47.08,","19.97,",33.53,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.118,280.97,","49.18,","20.05,",34.62,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.135,283.98,","51.75,","18.98,",35.36,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.159,286.61,","55.51,","17.87,",36.69,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.187,289.27,","56.74,","15.93,",36.33,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.223,292.49,","59.50,","10.01,",34.76,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.266,295.16,","63.64,","7.35,",35.49,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.309,296.64,","67.08,","9.75,",38.42,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.349,297.52,","68.22,","14.84,",41.53,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.389,298.18,","70.87,","19.86,",45.37,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.427,299.29,","77.05,","17.67,",47.36,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.453,299.73,","81.02,","19.01,",50.02,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.474,299.72,","86.50,","23.54,",55.02,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.491,299.36,","90.85,","30.29,",60.57,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.499,298.70,","93.33,","39.20,",66.26,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.504,298.24,","93.94,","44.96,",69.45,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.514,298.10,","95.47,","46.54,",71.01,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.523,298.09,","97.06,","47.30,",72.18,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.525,298.24,","97.48,","48.90,",73.19,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.518,298.57,","97.18,","49.64,",73.41,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.504,298.95,","96.35,","47.83,",72.09,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.478,299.23,","93.92,","43.33,",68.63,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.450,299.35,","90.37,","37.84,",64.11,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.416,299.18,","84.09,","30.03,",57.06,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.379,298.68,","75.84,","21.78,",48.81,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.342,298.02,","67.34,","12.82,",40.08,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.311,296.89,","61.52,","6.66,",34.09,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.286,295.61,","58.55,","5.33,",31.94,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.259,293.34,","54.80,","7.59,",31.2,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.232,290.00,","51.95,","16.15,",34.05,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.207,286.87,","50.99,","21.69,",36.34,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.181,284.31,","49.85,","24.24,",37.04,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.154,280.73,","48.58,","35.43,",42.01,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.126,276.56,","43.99,","41.40,",42.69,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.099,272.36,","35.49,","47.36,",41.43,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.081,268.14,","32.02,","54.48,",43.25,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.067,263.39,","29.67,","63.77,",46.72,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.057,259.24,","27.82,","72.13,",49.97,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.049,256.85,","25.36,","74.74,",50.05,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.046,255.41,","27.08,","72.93,",50.01,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.046,253.70,","32.71,","73.95,",53.33,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.043,251.96,","37.07,","76.41,",56.74,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.043,250.20,","43.33,","80.32,",61.82,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.042,250.02,","44.05,","79.70,",61.88,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.041,250.27,","43.11,","79.21,",61.16,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.041,251.50,","42.77,","76.33,",59.55,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.042,254.44,","41.31,","68.39,",54.85,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.043,259.06,","38.26,","53.28,",45.77,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.050,264.12,","37.23,","38.42,",37.83,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.058,268.12,","37.43,","30.43,",33.93,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.067,271.29,","38.36,","26.37,",32.36,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.075,274.16,","38.13,","24.87,",31.5,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.086,276.19,","38.39,","26.22,",32.31,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.101,278.68,","40.85,","28.60,",34.73,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.121,281.90,","45.25,","28.11,",36.68,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.147,285.10,","50.20,","25.24,",37.72,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.176,287.63,","52.28,","24.94,",38.61,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.210,289.98,","54.18,","24.65,",39.41,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.243,291.59,","54.80,","30.91,",42.86,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.274,292.04,","53.57,","47.40,",50.49,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.302,292.48,","49.67,","62.59,",56.13,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.331,293.31,","46.51,","70.42,",58.47,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.361,294.15,","47.09,","72.81,",59.95,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.391,294.72,","49.83,","72.13,",60.98,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.421,295.39,","56.66,","69.10,",62.88,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.450,296.15,","67.81,","64.28,",66.05,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.475,296.78,","81.96,","59.60,",70.78,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.490,297.12,","88.68,","56.94,",72.81,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.500,297.60,","92.07,","51.88,",71.97,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.504,298.18,","93.41,","46.34,",69.87,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.503,298.49,","93.53,","46.16,",69.85,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.497,298.62,","93.09,","49.14,",71.12,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.485,298.61,","91.89,","51.35,",71.62,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.468,298.44,","90.89,","51.56,",71.22,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.448,298.24,","89.64,","49.39,",69.51,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.423,297.39,","86.45,","49.36,",67.91,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.396,296.67,","83.52,","44.21,",63.86,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.370,296.41,","80.68,","29.39,",55.04,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.339,295.08,","75.70,","22.83,",49.27,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.305,293.32,","68.39,","23.41,",45.9,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.264,290.30,","58.02,","37.93,",47.98,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.226,287.18,","49.00,","48.59,",48.79,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.194,284.30,","43.39,","52.88,",48.13,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.161,280.70,","38.20,","63.57,",50.88,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.134,277.77,","35.27,","62.04,",48.65,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.113,275.52,","34.33,","50.55,",42.44,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.094,272.43,","30.81,","49.16,",39.98,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.079,268.61,","29.09,","54.57,",41.83,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.064,264.10,","26.06,","63.49,",44.77,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.057,261.42,","26.97,","66.22,",46.6,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.055,260.28,","30.90,","63.15,",47.02,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.050,258.45,","31.62,","61.94,",46.78,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.047,256.39,","34.24,","63.99,",49.12,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.044,254.45,","37.80,","67.71,",52.75,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.042,253.44,","42.12,","68.76,",55.44,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.041,253.73,","42.57,","66.14,",54.35,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.039,254.09,","40.83,","65.81,",53.32,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.038,255.31,","38.68,","62.81,",50.75,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.038,256.77,","36.54,","59.98,",48.26,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.039,258.35,","34.16,","55.91,",45.03,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.043,260.54,","31.28,","50.51,",40.89,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.049,263.80,","30.85,","44.51,",37.68,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.057,267.98,","32.55,","36.87,",34.71,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.064,270.43,","31.59,","36.90,",34.25,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
