,Mean,data,for,UKR,Province=,9:,"Kherson,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1675,2014,46.0,"0.138,279.40,","49.05,","23.22,",36.14,,,,,,,,,,,,,,,,
1676,2014,47.0,"0.117,276.04,","43.08,","31.54,",37.31,,,,,,,,,,,,,,,,
1677,2014,48.0,"0.097,272.74,","36.62,","37.61,",37.12,,,,,,,,,,,,,,,,
1678,2014,49.0,"0.082,269.64,","32.21,","42.28,",37.24,,,,,,,,,,,,,,,,
1679,2014,50.0,"0.072,267.73,","30.12,","42.42,",36.27,,,,,,,,,,,,,,,,
1680,2014,51.0,"0.065,266.20,","28.68,","42.25,",35.46,,,,,,,,,,,,,,,,
1681,2014,52.0,"0.061,264.43,","27.42,","44.78,",36.1,,,,,,,,,,,,,,,,
1682,2015,1.0,"0.062,263.37,","30.39,","47.28,",38.84,,,,,,,,,,,,,,,,
1683,2015,2.0,"0.062,263.33,","32.65,","46.04,",39.34,,,,,,,,,,,,,,,,
1684,2015,3.0,"0.068,264.76,","37.57,","40.90,",39.23,,,,,,,,,,,,,,,,
1685,2015,4.0,"0.083,267.70,","47.67,","32.57,",40.12,,,,,,,,,,,,,,,,
1686,2015,5.0,"0.105,271.17,","61.10,","22.88,",41.99,,,,,,,,,,,,,,,,
1687,2015,6.0,"0.126,274.26,","70.58,","17.15,",43.86,,,,,,,,,,,,,,,,
1688,2015,7.0,"0.141,276.81,","73.40,","15.05,",44.23,,,,,,,,,,,,,,,,
1689,2015,8.0,"0.159,280.15,","75.90,","10.55,",43.22,,,,,,,,,,,,,,,,
1690,2015,9.0,"0.176,283.19,","76.84,","7.09,",41.97,,,,,,,,,,,,,,,,
1691,2015,10.0,"0.187,285.22,","74.72,","7.82,",41.27,,,,,,,,,,,,,,,,
1692,2015,11.0,"0.200,287.12,","73.96,","6.58,",40.27,,,,,,,,,,,,,,,,
1693,2015,12.0,"0.211,288.21,","72.62,","9.62,",41.12,,,,,,,,,,,,,,,,
1694,2015,13.0,"0.225,289.07,","71.85,","16.35,",44.1,,,,,,,,,,,,,,,,
1695,2015,14.0,"0.245,290.39,","72.54,","21.35,",46.94,,,,,,,,,,,,,,,,
1696,2015,15.0,"0.264,291.84,","72.36,","25.82,",49.09,,,,,,,,,,,,,,,,
1697,2015,16.0,"0.291,293.71,","73.41,","28.00,",50.7,,,,,,,,,,,,,,,,
1698,2015,17.0,"0.319,295.51,","75.00,","32.16,",53.58,,,,,,,,,,,,,,,,
1699,2015,18.0,"0.342,296.82,","75.84,","36.47,",56.15,,,,,,,,,,,,,,,,
1700,2015,19.0,"0.357,297.02,","74.43,","52.68,",63.55,,,,,,,,,,,,,,,,
1701,2015,20.0,"0.366,297.53,","73.04,","61.26,",67.15,,,,,,,,,,,,,,,,
1702,2015,21.0,"0.377,299.35,","76.02,","53.32,",64.67,,,,,,,,,,,,,,,,
1703,2015,22.0,"0.377,300.30,","76.33,","51.60,",63.97,,,,,,,,,,,,,,,,
1704,2015,23.0,"0.368,300.53,","74.99,","53.66,",64.32,,,,,,,,,,,,,,,,
1705,2015,24.0,"0.357,300.50,","73.28,","58.63,",65.95,,,,,,,,,,,,,,,,
1706,2015,25.0,"0.347,300.58,","70.81,","64.41,",67.61,,,,,,,,,,,,,,,,
1707,2015,26.0,"0.341,300.66,","69.91,","68.25,",69.08,,,,,,,,,,,,,,,,
1708,2015,27.0,"0.342,300.99,","71.62,","68.26,",69.94,,,,,,,,,,,,,,,,
1709,2015,28.0,"0.344,301.52,","74.05,","64.24,",69.14,,,,,,,,,,,,,,,,
1710,2015,29.0,"0.344,302.40,","76.23,","57.51,",66.87,,,,,,,,,,,,,,,,
1711,2015,30.0,"0.339,303.26,","77.34,","49.61,",63.47,,,,,,,,,,,,,,,,
1712,2015,31.0,"0.326,303.82,","76.58,","43.53,",60.06,,,,,,,,,,,,,,,,
1713,2015,32.0,"0.306,304.09,","73.17,","38.51,",55.84,,,,,,,,,,,,,,,,
1714,2015,33.0,"0.287,304.29,","68.72,","33.64,",51.18,,,,,,,,,,,,,,,,
1715,2015,34.0,"0.271,304.48,","64.27,","26.97,",45.62,,,,,,,,,,,,,,,,
1716,2015,35.0,"0.252,303.90,","58.19,","22.17,",40.18,,,,,,,,,,,,,,,,
1717,2015,36.0,"0.233,303.10,","52.16,","13.60,",32.88,,,,,,,,,,,,,,,,
1718,2015,37.0,"0.214,301.70,","46.77,","9.44,",28.11,,,,,,,,,,,,,,,,
1719,2015,38.0,"0.197,300.02,","43.30,","7.93,",25.62,,,,,,,,,,,,,,,,
1720,2015,39.0,"0.180,297.96,","40.00,","8.61,",24.31,,,,,,,,,,,,,,,,
1721,2015,40.0,"0.167,295.25,","37.68,","12.93,",25.31,,,,,,,,,,,,,,,,
1722,2015,41.0,"0.155,292.54,","36.27,","14.47,",25.37,,,,,,,,,,,,,,,,
1723,2015,42.0,"0.143,290.56,","35.21,","9.39,",22.3,,,,,,,,,,,,,,,,
1724,2015,43.0,"0.129,288.20,","33.31,","10.73,",22.02,,,,,,,,,,,,,,,,
1725,2015,44.0,"0.114,285.83,","30.68,","8.82,",19.75,,,,,,,,,,,,,,,,
1726,2015,45.0,"0.100,283.44,","27.61,","10.78,",19.2,,,,,,,,,,,,,,,,
1727,2015,46.0,"0.089,280.48,","25.65,","17.87,",21.76,,,,,,,,,,,,,,,,
1728,2015,47.0,"0.083,277.76,","25.67,","22.99,",24.33,,,,,,,,,,,,,,,,
1729,2015,48.0,"0.079,275.87,","27.56,","23.13,",25.35,,,,,,,,,,,,,,,,
1730,2015,49.0,"0.077,274.52,","30.12,","21.42,",25.77,,,,,,,,,,,,,,,,
1731,2015,50.0,"0.077,273.60,","33.91,","18.66,",26.29,,,,,,,,,,,,,,,,
1732,2015,51.0,"0.078,272.94,","38.01,","16.48,",27.25,,,,,,,,,,,,,,,,
1733,2015,52.0,"0.079,272.25,","40.65,","16.37,",28.51,,,,,,,,,,,,,,,,
1734,2016,1.0,"0.079,270.80,","42.49,","20.08,",31.29,,,,,,,,,,,,,,,,
1735,2016,2.0,"0.076,269.74,","42.76,","22.11,",32.44,,,,,,,,,,,,,,,,
1736,2016,3.0,"0.078,270.39,","45.07,","20.28,",32.67,,,,,,,,,,,,,,,,
1737,2016,4.0,"0.084,272.04,","49.12,","16.85,",32.99,,,,,,,,,,,,,,,,
1738,2016,5.0,"0.090,273.64,","51.77,","13.70,",32.74,,,,,,,,,,,,,,,,
1739,2016,6.0,"0.095,275.35,","52.16,","12.88,",32.52,,,,,,,,,,,,,,,,
1740,2016,7.0,"0.103,277.26,","52.70,","13.06,",32.88,,,,,,,,,,,,,,,,
1741,2016,8.0,"0.116,279.67,","54.47,","11.96,",33.21,,,,,,,,,,,,,,,,
1742,2016,9.0,"0.129,281.79,","55.61,","12.02,",33.82,,,,,,,,,,,,,,,,
1743,2016,10.0,"0.142,283.45,","55.42,","14.43,",34.92,,,,,,,,,,,,,,,,
1744,2016,11.0,"0.156,284.98,","56.17,","15.01,",35.59,,,,,,,,,,,,,,,,
1745,2016,12.0,"0.175,286.96,","58.97,","14.98,",36.97,,,,,,,,,,,,,,,,
1746,2016,13.0,"0.199,288.92,","62.17,","16.74,",39.46,,,,,,,,,,,,,,,,
1747,2016,14.0,"0.224,290.60,","65.23,","19.79,",42.51,,,,,,,,,,,,,,,,
1748,2016,15.0,"0.248,291.68,","66.77,","26.81,",46.79,,,,,,,,,,,,,,,,
1749,2016,16.0,"0.276,292.92,","68.25,","34.05,",51.15,,,,,,,,,,,,,,,,
1750,2016,17.0,"0.302,294.08,","68.81,","44.84,",56.82,,,,,,,,,,,,,,,,
1751,2016,18.0,"0.321,294.56,","68.15,","57.47,",62.81,,,,,,,,,,,,,,,,
1752,2016,19.0,"0.333,294.78,","64.93,","73.84,",69.39,,,,,,,,,,,,,,,,
1753,2016,20.0,"0.343,295.26,","63.04,","81.00,",72.02,,,,,,,,,,,,,,,,
1754,2016,21.0,"0.352,295.99,","64.27,","81.37,",72.82,,,,,,,,,,,,,,,,
1755,2016,22.0,"0.357,296.78,","66.38,","80.30,",73.34,,,,,,,,,,,,,,,,
1756,2016,23.0,"0.358,297.68,","69.59,","76.93,",73.26,,,,,,,,,,,,,,,,
1757,2016,24.0,"0.356,298.65,","72.21,","74.02,",73.11,,,,,,,,,,,,,,,,
1758,2016,25.0,"0.354,299.95,","73.95,","69.72,",71.84,,,,,,,,,,,,,,,,
1759,2016,26.0,"0.352,301.13,","75.04,","64.26,",69.65,,,,,,,,,,,,,,,,
1760,2016,27.0,"0.347,302.14,","73.42,","58.79,",66.1,,,,,,,,,,,,,,,,
1761,2016,28.0,"0.334,302.78,","69.28,","54.17,",61.73,,,,,,,,,,,,,,,,
1762,2016,29.0,"0.323,303.27,","66.65,","50.63,",58.64,,,,,,,,,,,,,,,,
1763,2016,30.0,"0.308,303.85,","63.81,","45.01,",54.41,,,,,,,,,,,,,,,,
1764,2016,31.0,"0.292,304.16,","61.22,","40.89,",51.06,,,,,,,,,,,,,,,,
1765,2016,32.0,"0.276,304.02,","58.52,","39.04,",48.78,,,,,,,,,,,,,,,,
1766,2016,33.0,"0.263,303.67,","56.42,","38.57,",47.5,,,,,,,,,,,,,,,,
1767,2016,34.0,"0.253,303.30,","54.65,","36.54,",45.59,,,,,,,,,,,,,,,,
1768,2016,35.0,"0.240,302.57,","51.51,","33.21,",42.36,,,,,,,,,,,,,,,,
1769,2016,36.0,"0.227,301.47,","48.66,","26.74,",37.7,,,,,,,,,,,,,,,,
1770,2016,37.0,"0.214,299.90,","46.37,","23.89,",35.13,,,,,,,,,,,,,,,,
1771,2016,38.0,"0.201,297.88,","45.43,","26.16,",35.79,,,,,,,,,,,,,,,,
1772,2016,39.0,"0.189,294.95,","44.75,","36.85,",40.8,,,,,,,,,,,,,,,,
1773,2016,40.0,"0.179,291.64,","43.91,","48.33,",46.12,,,,,,,,,,,,,,,,
1774,2016,41.0,"0.172,288.46,","45.07,","53.66,",49.36,,,,,,,,,,,,,,,,
1775,2016,42.0,"0.168,285.65,","47.28,","52.78,",50.03,,,,,,,,,,,,,,,,
1776,2016,43.0,"0.161,283.44,","48.53,","47.57,",48.05,,,,,,,,,,,,,,,,
1777,2016,44.0,"0.153,281.50,","48.45,","37.39,",42.92,,,,,,,,,,,,,,,,
1778,2016,45.0,"0.144,279.50,","48.15,","33.58,",40.86,,,,,,,,,,,,,,,,
1779,2016,46.0,"0.137,277.40,","48.87,","33.69,",41.28,,,,,,,,,,,,,,,,
1780,2016,47.0,"0.132,274.84,","50.32,","37.38,",43.85,,,,,,,,,,,,,,,,
1781,2016,48.0,"0.127,272.66,","53.11,","38.05,",45.58,,,,,,,,,,,,,,,,
1782,2016,49.0,"0.123,271.12,","55.97,","36.21,",46.09,,,,,,,,,,,,,,,,
1783,2016,50.0,"0.116,269.46,","57.37,","35.63,",46.5,,,,,,,,,,,,,,,,
1784,2016,51.0,"0.107,267.61,","56.06,","36.89,",46.47,,,,,,,,,,,,,,,,
1785,2016,52.0,"0.095,265.54,","50.79,","40.75,",45.77,,,,,,,,,,,,,,,,
1786,2017,1.0,"0.084,263.70,","46.22,","45.94,",46.08,,,,,,,,,,,,,,,,
1787,2017,2.0,"0.077,263.05,","43.85,","46.39,",45.12,,,,,,,,,,,,,,,,
1788,2017,3.0,"0.075,263.80,","43.34,","43.43,",43.38,,,,,,,,,,,,,,,,
1789,2017,4.0,"0.075,265.16,","43.20,","40.51,",41.86,,,,,,,,,,,,,,,,
1790,2017,5.0,"0.078,267.11,","44.00,","36.28,",40.14,,,,,,,,,,,,,,,,
1791,2017,6.0,"0.083,269.15,","44.73,","34.78,",39.76,,,,,,,,,,,,,,,,
1792,2017,7.0,"0.090,271.63,","45.49,","33.45,",39.47,,,,,,,,,,,,,,,,
1793,2017,8.0,"0.100,274.56,","46.07,","30.74,",38.41,,,,,,,,,,,,,,,,
1794,2017,9.0,"0.111,277.75,","46.60,","27.53,",37.07,,,,,,,,,,,,,,,,
1795,2017,10.0,"0.116,279.29,","43.61,","30.88,",37.25,,,,,,,,,,,,,,,,
1796,</pre></tt>,,,,,,,,,,,,,,,,,,,,,
